claim_id,state,district,village,latitude,longitude,claim_geometry_id,claim_type,rights_subtype,submission_date,current_stage,last_updated_date,status,gram_sabha_date,sdlc_date,dlc_date,decision_date,pending_reason,gram_sabha_recommendation,sdlc_recommendation,remand_count,last_remand_reason,evidence_types,rejection_reason,appeal_status,appeal_date,claimed_area_ha,forest_record_area_ha,revenue_record_area_ha,forest_overlap_pct,protected_area_type,protected_area_overlap_pct,cfr_map_available,gram_sabha_resolution_date,assigned_unit_id,verification_visit_count,applicant_hash,estimated_eligible_households,forest_dependent_households,village_forest_area_ha,title_copy_delivered_date,linked_schemes
FRA-0000058,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-03,14.134092,79.985786,GEO-0000058,Individual,IFR,2023-11-04,DLC Decision,2024-11-01,Rejected,2024-01-18,2024-03-01,2024-08-22,2024-09-20,,Recommended,Not Recommended,2,Land-record reconciliation,Physical boundary markers; Government map,Record inconsistency,Disposed - Rejection Upheld,2024-10-09,3.43,3.17,1.97,92.4,,,,,FRA-AP-001,3,D3E4011E4589,208,186,3092.9,,
FRA-0000059,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-01,14.250754,80.403331,GEO-0000059,Individual,IFR,2026-05-04,Field Verification,2026-09-02,Pending,2026-07-02,2026-09-02,,,Additional evidence requested,Needs Review,Needs Review,0,,Satellite imagery; Community testimony; Gram Sabha testimony,,Not Applicable,,1.41,1.53,0.97,81.2,,,,,FRA-AP-001,2,BACFCC32970C,709,354,653.6,,
FRA-0000060,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-13,14.469746,80.111162,GEO-0000060,Individual,IFR,2025-04-02,Title Issued,2026-01-25,Approved,2025-06-03,2025-07-05,2025-11-24,2025-12-18,,Recommended,Needs Review,0,,Gram Sabha testimony; Satellite imagery; Physical boundary markers; Revenue record,,Not Applicable,,1.67,1.53,1.77,90.0,,,,,FRA-AP-001,2,77C16D9B785D,281,159,1733.9,,NRLM
FRA-0000061,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-01,14.242972,80.412092,GEO-0000061,Individual,IFR,2023-08-05,Title Issued,2024-05-12,Approved,2023-10-15,2024-02-20,2024-03-12,2024-04-08,,Needs Review,Recommended,0,,Community testimony; Gram Sabha testimony; Physical boundary markers,,Not Applicable,,1.21,1.32,1.14,98.2,,,,,FRA-AP-001,2,682BA299F865,709,354,653.6,2024-07-03,PDS convergence
FRA-0000062,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-04,14.110093,80.099013,GEO-0000062,Individual,IFR,2025-08-20,DLC Decision,2026-04-20,Rejected,2025-09-22,2026-01-15,2026-03-16,2026-03-31,,Recommended,Recommended,0,,Gram Sabha testimony; Satellite imagery; Physical boundary markers,Record inconsistency,Not Appealed,,0.89,0.8,0.82,71.2,,,,,FRA-AP-001,2,279FB7F5E45C,196,161,343.5,,
FRA-0000063,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-14,14.359963,80.090259,GEO-0000063,Individual,IFR,2025-12-09,Field Verification,2026-08-21,Pending,2026-02-03,2026-03-31,,,Field verification pending,Needs Review,Recommended,0,,Forest record,,Not Applicable,,0.81,0.82,0.77,86.2,,,,,FRA-AP-001,4,4F7DC1D8D2D2,116,78,829.0,,
FRA-0000064,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-06,14.209846,79.905766,GEO-0000064,Individual,IFR,2025-12-30,DLC,2026-07-29,Pending,2026-03-14,2026-07-29,,,Field verification pending,Recommended,Needs Review,3,Gram Sabha reconsideration,Legacy residence/cultivation record; Revenue record,,Not Applicable,,1.36,2.25,1.47,97.2,Conservation Reserve,21.1,,,FRA-AP-001,2,2439D4F93B11,460,198,2060.2,,
FRA-0000065,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-07,14.399508,80.283365,GEO-0000065,Individual,IFR,2025-08-08,Title Issued,2026-02-22,Approved,2025-09-05,2025-09-27,2026-01-15,2026-02-14,,Recommended,Recommended,0,,Physical boundary markers; Legacy residence/cultivation record,,Allowed,2025-10-02,1.72,1.77,1.77,85.4,Wildlife Sanctuary,36.6,,,FRA-AP-001,2,B9736A5A6D79,346,247,429.7,2026-03-16,NRLM
FRA-0000066,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-08,14.054434,80.002673,GEO-0000066,Individual,IFR,2023-04-11,Title Issued,2023-11-07,Approved,2023-07-14,2023-09-07,2023-10-20,2023-10-30,,Needs Review,Needs Review,0,,Legacy residence/cultivation record; Forest record,,Not Applicable,,1.38,1.48,1.26,73.5,,,,,FRA-AP-001,2,10A690B4437E,238,164,1087.1,2023-12-21,NRLM; PMAY-G
FRA-0000067,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-13,14.482276,80.124949,GEO-0000067,Individual,IFR,2024-06-18,DLC Decision,2024-12-04,Rejected,2024-07-18,2024-08-22,2024-11-20,2024-12-01,,Recommended,Recommended,0,,Legacy residence/cultivation record; Government map; Satellite imagery; Physical boundary markers,Procedural deficiency,Not Appealed,,1.21,1.09,1.99,100.0,,,,,FRA-AP-001,3,F761729DCB6E,281,159,1733.9,,
FRA-0000068,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-11,14.152813,79.976864,GEO-0000068,Individual,IFR,2025-11-19,Title Issued,2026-07-13,Approved,2025-12-03,2026-04-26,2026-06-12,2026-06-18,,Needs Review,Recommended,0,,Legacy residence/cultivation record; Revenue record,,Not Applicable,,1.28,1.26,1.32,100.0,,,,,FRA-AP-001,1,87CF1093E81E,519,273,3078.8,2026-07-07,
FRA-0000069,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-08,14.037981,79.991673,GEO-0000069,Individual,IFR,2023-03-21,SDLC,2026-06-30,Pending,2023-04-24,2023-07-04,,,Awaiting SDLC meeting,Needs Review,Recommended,0,,Community testimony; Physical boundary markers; Government map; Gram Sabha testimony,,Not Applicable,,1.01,0.5,0.93,91.8,,,,,FRA-AP-001,1,CBC742639F4A,238,164,1087.1,,
FRA-0000070,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-14,14.360011,80.120879,GEO-0000070,Individual,IFR,2025-10-07,DLC,2026-08-08,Pending,2025-11-19,2026-02-16,,,Awaiting Gram Sabha verification,Recommended,Not Recommended,0,,Physical boundary markers; Legacy residence/cultivation record; Community testimony,,Not Applicable,,1.16,1.28,1.2,86.6,,,,,FRA-AP-001,1,C459CA7B96E8,116,78,829.0,,
FRA-0000071,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-01,14.268989,80.425916,GEO-0000071,Individual,IFR,2026-01-27,Title Issued,2026-09-04,Approved,2026-04-27,2026-07-14,2026-08-09,2026-08-31,,Recommended,Needs Review,1,Procedural correction,Physical boundary markers; Forest record,,Not Applicable,,1.96,1.81,1.82,92.4,,,,,FRA-AP-001,2,EFD53199897D,709,354,653.6,2026-09-04,
FRA-0000072,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-11,14.14974,79.965828,GEO-0000072,Individual,IFR,2024-09-05,Title Issued,2025-05-28,Approved,2024-10-29,2025-02-19,2025-05-12,2025-05-24,,Needs Review,Not Recommended,0,,Satellite imagery; Community testimony; Forest record; Revenue record; Gram Sabha testimony,,Not Applicable,,1.47,1.46,1.57,86.6,National Park,25.6,,,FRA-AP-001,2,1592A50099E5,519,273,3078.8,2025-08-31,PMAY-G
FRA-0000073,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-06,14.217396,79.93014,GEO-0000073,Individual,IFR,2026-02-06,DLC,2026-08-19,Pending,2026-04-16,2026-08-19,,,Field verification pending,Not Recommended,Not Recommended,0,,Community testimony; Government map,,Not Applicable,,1.07,1.08,1.02,13.4,,,,,FRA-AP-001,1,FE61771B2112,460,198,2060.2,,
FRA-0000074,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-11,14.15244,79.974965,GEO-0000074,Individual,IFR,2024-10-29,Field Verification,2026-07-25,Pending,2025-01-21,2025-03-10,,,Field verification pending,Needs Review,Recommended,1,Boundary re-verification,Forest record,,Not Applicable,,1.52,0.71,1.53,85.9,,,,,FRA-AP-001,1,6A383D7AF8EE,519,273,3078.8,,
FRA-0000075,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-11,14.15737,79.976464,GEO-0000075,Individual,IFR,2026-04-13,Field Verification,2026-08-13,Pending,2026-05-08,2026-08-13,,,Boundary verification pending,Recommended,Recommended,3,Additional evidence requested,Legacy residence/cultivation record; Forest record; Government map,,Not Applicable,,0.96,0.92,0.96,96.2,,,,,FRA-AP-001,4,221CE3A7784C,519,273,3078.8,,
FRA-0000076,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-11,14.173425,79.956066,GEO-0000076,Individual,IFR,2023-02-05,DLC Decision,2023-08-05,Rejected,2023-02-17,2023-03-30,2023-06-09,2023-06-29,,Recommended,Recommended,0,,Forest record; Physical boundary markers; Community testimony,Procedural deficiency,Not Appealed,,2.49,1.45,2.27,83.3,,,,,FRA-AP-001,2,9A91292EA1E3,519,273,3078.8,,
FRA-0000077,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-08,14.026984,80.008085,GEO-0000077,Individual,IFR,2025-02-08,Title Issued,2025-10-04,Approved,2025-03-02,2025-03-22,2025-08-20,2025-09-12,,Recommended,Needs Review,0,,Satellite imagery; Physical boundary markers; Community testimony,,Not Applicable,,1.17,1.1,1.14,86.8,,,,,FRA-AP-001,2,FF461E76C8BF,238,164,1087.1,2025-10-01,PMAY-G
FRA-0000078,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-11,14.162489,79.975547,GEO-0000078,Individual,IFR,2022-07-19,DLC Decision,2023-03-22,Rejected,2022-08-27,2022-12-06,2023-01-22,2023-02-08,,Not Recommended,Not Recommended,0,,Community testimony; Physical boundary markers; Revenue record; Forest record,Procedural deficiency,Not Appealed,,1.69,0.88,1.62,85.7,,,,,FRA-AP-001,3,3F0756BF13F3,519,273,3078.8,,
FRA-0000079,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-07,14.394993,80.263591,GEO-0000079,Individual,IFR,2026-07-29,Field Verification,2026-08-26,Pending,2026-08-26,,,,Boundary verification pending,Needs Review,Pending,1,Gram Sabha reconsideration,Gram Sabha testimony; Physical boundary markers; Revenue record,,Not Applicable,,1.36,2.33,1.48,89.8,,,,,FRA-AP-001,3,0E064EED49E4,346,247,429.7,,
FRA-0000080,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-08,14.038917,80.012368,GEO-0000080,Individual,IFR,2022-01-16,DLC Decision,2022-09-11,Rejected,2022-04-04,2022-05-10,2022-08-18,2022-09-04,,Recommended,Recommended,0,,Gram Sabha testimony; Community testimony,Procedural deficiency,Not Appealed,,2.35,2.53,2.15,80.1,,,,,FRA-AP-001,2,DD2FC86AA7D0,238,164,1087.1,,
FRA-0000081,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-07,14.388581,80.283968,GEO-0000081,Individual,IFR,2026-01-16,Title Issued,2026-07-05,Approved,2026-01-28,2026-05-08,2026-06-01,2026-06-14,,Recommended,Recommended,0,,Gram Sabha testimony,,Not Applicable,,1.16,1.03,1.27,88.2,,,,,FRA-AP-001,2,839F7B528C5F,346,247,429.7,2026-08-20,NRLM
FRA-0000082,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-04,14.114846,80.080738,GEO-0000082,Individual,IFR,2025-12-19,Field Verification,2026-07-26,Pending,2025-12-30,2026-03-11,,,Awaiting DLC decision,Recommended,Recommended,0,,Community testimony; Legacy residence/cultivation record; Government map; Satellite imagery,,Not Applicable,,2.35,1.38,2.5,100.0,,,,,FRA-AP-001,1,92B51FD095EF,196,161,343.5,,
FRA-0000083,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-01,14.257307,80.432204,GEO-0000083,Community,Community Forest Resource,2025-05-16,DLC Decision,2026-01-08,Rejected,2025-08-03,2025-10-21,2025-12-03,2025-12-19,,Recommended,Recommended,1,Procedural correction,Satellite imagery; Revenue record; Forest record,Boundary discrepancy,Under Review,2026-04-07,418.04,420.81,432.5,84.4,,,Yes,,FRA-AP-001,2,C4D5E9C7CE27,709,354,653.6,,
FRA-0000084,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-12,14.119703,80.308222,GEO-0000084,Community,Minor Forest Produce,2025-10-14,DLC,2026-04-23,Pending,2025-11-25,2026-04-23,,,Awaiting SDLC meeting,Recommended,Recommended,0,,Revenue record; Forest record,,Not Applicable,,517.52,533.85,530.8,99.1,,,,,FRA-AP-001,4,308A36434670,358,244,3826.1,,
FRA-0000085,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-09,13.920993,80.013046,GEO-0000085,Individual,IFR,2022-12-24,Title Issued,2023-08-03,Approved,2023-03-29,2023-05-03,2023-07-04,2023-07-26,,Not Recommended,Needs Review,0,,Legacy residence/cultivation record; Forest record,,Not Applicable,,1.68,1.82,1.54,24.9,,,,,FRA-AP-001,1,AC7354201335,244,202,985.6,2023-08-28,Tribal Livelihood Support
FRA-0000086,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-08,14.027918,79.995182,GEO-0000086,Individual,IFR,2025-12-06,DLC Decision,2026-08-10,Rejected,2026-01-08,2026-05-25,2026-06-29,2026-07-11,,Recommended,Recommended,0,,Satellite imagery; Gram Sabha testimony,Overlapping/duplicate claim,Not Appealed,,1.32,0.86,1.25,86.1,,,,,FRA-AP-001,2,B0AF98C3432C,238,164,1087.1,,
FRA-0000087,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-07,14.408949,80.259167,GEO-0000087,Community,Community Forest Resource,2025-02-28,Title Issued,2025-10-20,Approved,2025-03-27,2025-07-30,2025-10-10,2025-10-20,,Recommended,Recommended,1,Boundary re-verification,Forest record; Physical boundary markers; Government map; Community testimony,,Not Applicable,,835.58,907.8,914.27,90.8,,,Yes,2025-04-03,FRA-AP-001,4,26E6A45DD20C,346,247,429.7,2026-01-02,
FRA-0000088,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-14,14.350737,80.108426,GEO-0000088,Community,Community Rights,2026-02-21,Title Issued,2026-08-31,Approved,2026-03-10,2026-06-06,2026-07-03,2026-07-27,,Recommended,Needs Review,0,,Gram Sabha testimony; Revenue record,,Not Applicable,,49.16,51.88,48.56,84.0,,,,,FRA-AP-001,2,67B0D84648C7,116,78,829.0,2026-09-04,NRLM; PMAY-G
FRA-0000089,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-01,14.253903,80.414398,GEO-0000089,Individual,IFR,2023-01-07,DLC Decision,2023-08-26,Rejected,2023-02-28,2023-03-23,2023-07-23,2023-08-10,,Recommended,Recommended,0,,Legacy residence/cultivation record; Community testimony,Overlapping/duplicate claim,Not Appealed,,3.06,3.35,2.76,74.5,,,,,FRA-AP-001,3,682BA299F865,709,354,653.6,,
FRA-0000090,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-05,14.165844,80.225498,GEO-0000090,Individual,IFR,2025-11-25,Title Issued,2026-09-04,Approved,2026-02-20,2026-07-03,2026-08-30,2026-09-04,,Recommended,Needs Review,0,,Physical boundary markers; Satellite imagery,,Not Applicable,,0.92,1.02,0.99,91.7,,,,,FRA-AP-001,2,FAC1B8BCD3E8,322,229,854.4,2026-09-04,NRLM; PDS convergence
FRA-0000091,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-10,14.237351,80.333095,GEO-0000091,Community,Community Rights,2022-12-21,Title Issued,2023-08-07,Approved,2022-12-29,2023-04-30,2023-06-23,2023-07-08,,Recommended,Recommended,0,,Government map; Legacy residence/cultivation record; Satellite imagery; Physical boundary markers,,Allowed,2023-04-29,49.12,47.45,49.71,85.3,,,,,FRA-AP-001,1,D01BB1983DEB,163,51,594.0,2023-09-24,Tribal Livelihood Support
FRA-0000092,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-06,14.212252,79.904406,GEO-0000092,Individual,IFR,2024-10-27,DLC Decision,2025-11-24,Rejected,2025-01-24,2025-04-18,2025-10-10,2025-11-05,,Recommended,Recommended,0,,Physical boundary markers; Government map; Forest record,Boundary discrepancy,Not Appealed,,1.09,0.98,1.07,87.4,,,,,FRA-AP-001,2,FBD2172E6477,460,198,2060.2,,
FRA-0000093,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-12,14.131826,80.330436,GEO-0000093,Individual,IFR,2025-05-31,DLC Decision,2026-02-21,Rejected,2025-08-12,2025-11-17,2026-01-16,2026-01-25,,Recommended,Recommended,1,Additional evidence requested,Revenue record,Eligibility period not established,Not Appealed,,1.08,1.14,1.13,69.6,,,,,FRA-AP-001,3,A528AD7F3E36,358,244,3826.1,,
FRA-0000094,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-07,14.38641,80.281266,GEO-0000094,Individual,IFR,2024-09-22,Title Issued,2025-03-09,Approved,2024-11-15,2024-12-11,2025-02-26,2025-02-28,,Recommended,Needs Review,0,,Revenue record; Satellite imagery; Forest record; Physical boundary markers,,Not Applicable,,1.72,1.83,1.74,89.8,,,,,FRA-AP-001,2,502AAD5E88C8,346,247,429.7,,
FRA-0000095,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-10,14.221473,80.305597,GEO-0000095,Individual,IFR,2026-03-30,Title Issued,2026-09-04,Approved,2026-04-15,2026-05-15,2026-07-16,2026-08-14,,Recommended,Recommended,0,,Revenue record; Gram Sabha testimony,,Not Applicable,,1.43,1.3,1.5,85.0,,,,,FRA-AP-001,0,180841284A55,163,51,594.0,2026-09-04,Tribal Livelihood Support
FRA-0000096,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-03,14.141517,79.979693,GEO-0000096,Individual,IFR,2024-05-20,Field Verification,2026-08-16,Pending,2024-07-07,2024-09-12,,,Awaiting Gram Sabha verification,Recommended,Recommended,0,,Physical boundary markers; Community testimony; Gram Sabha testimony,,Not Applicable,,1.12,0.66,1.19,97.5,,,,,FRA-AP-001,3,5E7E4B10C99B,208,186,3092.9,,
FRA-0000097,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-08,14.030732,80.00103,GEO-0000097,Community,Community Forest Resource,2025-08-02,Field Verification,2026-08-06,Pending,2025-09-18,2025-12-25,,,Land record reconciliation,Recommended,Recommended,3,Procedural correction,Community testimony,,Not Applicable,,120.2,74.52,127.2,100.0,,,No,2025-10-14,FRA-AP-001,3,674FC351E995,238,164,1087.1,,
FRA-0000098,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-11,14.173038,79.96401,GEO-0000098,Individual,IFR,2025-02-23,Title Issued,2025-10-23,Approved,2025-05-27,2025-07-25,2025-10-08,2025-10-16,,Needs Review,Needs Review,0,,Forest record; Community testimony; Satellite imagery; Gram Sabha testimony,,Not Applicable,,1.45,1.56,1.33,90.3,,,,,FRA-AP-001,2,10FBD212E6E7,519,273,3078.8,2026-01-13,NRLM; PMAY-G
FRA-0000099,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-06,14.228297,79.908844,GEO-0000099,Individual,IFR,2022-01-14,Title Issued,2022-11-24,Approved,2022-02-21,2022-05-07,2022-10-24,2022-11-15,,Not Recommended,Recommended,0,,Government map; Legacy residence/cultivation record; Forest record,,Not Applicable,,1.82,2.0,1.96,90.1,,,,,FRA-AP-001,1,98432E7CAFBB,460,198,2060.2,2023-01-14,
FRA-0000100,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-05,14.180642,80.22959,GEO-0000100,Individual,IFR,2025-02-01,Title Issued,2025-11-17,Approved,2025-03-28,2025-07-07,2025-10-10,2025-10-20,,Recommended,Recommended,0,,Revenue record,,Not Applicable,,1.12,1.17,1.15,91.4,,,,,FRA-AP-001,2,0307F6A63242,322,229,854.4,2026-01-23,PMAY-G
FRA-0000101,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-05,14.1909,80.231151,GEO-0000101,Individual,IFR,2022-06-25,Title Issued,2022-12-26,Approved,2022-07-11,2022-09-22,2022-11-26,2022-12-23,,Recommended,Needs Review,0,,Physical boundary markers,,Not Applicable,,0.98,1.04,1.07,93.1,,,,,FRA-AP-001,4,752DEB2752F3,322,229,854.4,2023-03-09,
FRA-0000102,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-07,14.399161,80.28169,GEO-0000102,Individual,IFR,2024-10-03,Field Verification,2026-07-02,Pending,2024-12-26,2025-02-07,,,Awaiting DLC decision,Recommended,Needs Review,0,,Revenue record; Community testimony,,Not Applicable,,1.93,2.15,2.01,67.0,,,,,FRA-AP-001,3,DA21C42CB3D7,346,247,429.7,,
FRA-0000103,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-09,13.943783,80.020742,GEO-0000103,Community,Grazing Rights,2026-01-06,Field Verification,2026-07-09,Pending,2026-01-17,2026-06-02,,,Awaiting DLC decision,Recommended,Recommended,0,,Forest record; Community testimony; Legacy residence/cultivation record; Revenue record,,Not Applicable,,60.54,96.14,55.13,90.8,National Park,15.8,,,FRA-AP-001,1,A0135B4EBE11,244,202,985.6,,
FRA-0000104,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-14,14.363074,80.116855,GEO-0000104,Individual,IFR,2025-03-22,Title Issued,2025-10-01,Approved,2025-06-02,2025-07-12,2025-09-06,2025-09-09,,Not Recommended,Needs Review,0,,Legacy residence/cultivation record; Forest record,,Not Applicable,,2.28,2.25,2.16,84.0,,,,,FRA-AP-001,3,A9C532CA03D1,116,78,829.0,,NRLM
FRA-0000105,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-14,14.355863,80.11018,GEO-0000105,Individual,IFR,2024-12-15,Title Issued,2025-08-06,Approved,2025-02-01,2025-03-12,2025-06-09,2025-06-23,,Recommended,Recommended,0,,Forest record; Revenue record; Satellite imagery; Physical boundary markers,,Not Applicable,,2.64,2.34,1.49,71.0,,,,,FRA-AP-001,1,355BAB504216,116,78,829.0,2025-08-23,PDS convergence
FRA-0000106,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-10,14.232344,80.335684,GEO-0000106,Individual,IFR,2024-03-11,Title Issued,2025-02-12,Approved,2024-05-16,2024-08-21,2024-12-08,2025-01-07,,Recommended,Recommended,0,,Community testimony; Legacy residence/cultivation record,,Not Applicable,,1.9,2.88,1.99,93.3,,,,,FRA-AP-001,2,4C6A9E697EBC,163,51,594.0,2025-04-28,
FRA-0000107,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-09,13.921438,80.028361,GEO-0000107,Individual,IFR,2024-01-04,DLC,2026-06-28,Pending,2024-01-18,2024-05-05,,,Additional evidence requested,Needs Review,Recommended,0,,Government map; Community testimony; Revenue record; Forest record,,Not Applicable,,0.92,1.0,0.88,86.9,,,,,FRA-AP-001,1,145214CF3907,244,202,985.6,,
FRA-0000108,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-13,14.476826,80.105968,GEO-0000108,Individual,IFR,2022-06-16,Title Issued,2023-02-15,Approved,2022-08-20,2022-09-23,2023-01-14,2023-01-17,,Needs Review,Needs Review,0,,Physical boundary markers; Legacy residence/cultivation record; Community testimony; Revenue record,,Not Applicable,,3.33,3.1,3.54,75.9,,,,,FRA-AP-001,2,F32191487F83,281,159,1733.9,2023-05-12,Tribal Livelihood Support
FRA-0000109,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-02,14.064139,79.965528,GEO-0000109,Individual,IFR,2023-12-23,Title Issued,2025-02-24,Approved,2024-02-18,2024-07-17,2025-01-01,2025-01-10,,Recommended,Needs Review,0,,Government map; Legacy residence/cultivation record; Gram Sabha testimony; Forest record,,Not Applicable,,0.55,0.49,0.59,72.0,National Park,45.4,,,FRA-AP-001,2,F969C5E26643,608,255,573.2,2025-03-22,NRLM
FRA-0000110,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-14,14.353115,80.089829,GEO-0000110,Community,Community Rights,2023-01-03,Title Issued,2024-02-17,Approved,2023-03-13,2023-08-05,2023-12-30,2024-01-16,,Recommended,Recommended,0,,Gram Sabha testimony; Government map; Forest record,,Not Applicable,,78.97,83.81,77.09,79.5,,,,,FRA-AP-001,0,6AC4D88234AA,116,78,829.0,2024-04-10,MGNREGA
FRA-0000111,Andhra Pradesh,Alluri Sitharama Raju,FRA-AP-001-Village-12,14.120851,80.309292,GEO-0000111,Individual,IFR,2025-11-06,SDLC,2026-08-29,Pending,2025-11-15,2026-04-02,,,Additional evidence requested,Recommended,Recommended,0,,Satellite imagery; Revenue record; Community testimony,,Not Applicable,,1.95,2.67,1.83,82.6,,,,,FRA-AP-001,0,5B7131B171B7,358,244,3826.1,,
